protein1,protein2,Label
4577.P48186,4577.P69449,1
3821.A0A151SEC1,888268.A0A1E5VZZ0,0
39947.A0A0P0VIQ7,39947.Q2QNJ8,1
3659.A0A0A0KNF8,3659.A0A0A0LSL4,1
4529.A0A0E0P745,4572.M7YNH0,0
52838.A0A4S8JJ07,85681.V4STZ4,0
4577.K7USZ5,981085.W9S9K7,0
33114.A0A2G2WAX3,33114.A0A2G2X978,1
4081.A0A3Q7HJ03,4536.A0A0E0I0H8,0
4113.M1A3V1,4113.M1C800,1
4529.A0A0E0PFT8,4529.A0A0E0QHL7,1
3760.A0A251N0W7,85681.V4VUB3,0
109376.A0A0D3AI66,3821.A0A151R1A8,0
3702.Q8LPK6,55188.A0A2H5NBW1,0
4536.A0A0E0G423,4536.A0A0E0HX24,1
52838.A0A4S8IE72,80379.A0A2G3CFN4,0
3988.B9S917,3988.B9T3F2,1
4540.A0A3L6PPT4,4540.A0A3L6RJT3,1
4565.A0A3B6GYX1,4565.A0A3B6PIJ9,1
29730.A0A0D2QR55,29730.A0A0D2T7Y2,1
3659.A0A0A0LSL4,3659.A0A0A0M2H0,1
81985.R0HL59,81985.R0ISF9,1
63057.A0A2P5BL45,63057.A0A2P5F7L3,1
106549.A0A1S6KLB5,106549.A0A540LY31,1
888268.A0A1E5W3T0,888268.A0A1E5W5P7,1
35608.A0A2U1NR58,35608.A0A2U1NSV1,1
3983.A0A251JMU6,4577.A0A1D6P9I3,0
65489.A0A0D3H1T4,888268.A0A1E5W8Y6,0
22663.A0A2I0HAM2,22663.A0A2I0JIG3,1
4572.M8B103,72664.V4MA53,0
888268.A0A1E5VWV0,888268.A0A1E5WBI7,1
157652.A0A371H417,3476.A0A2P5CEE0,0
43335.A0A4U5LSU3,554065.E1ZUB2,0
49451.A0A314KH25,49451.A0A314KXP9,1
4155.A0A022QNW7,4155.A0A022R7U5,1
33097.A0A150G3G9,4533.J3LSV8,0
106549.A0A540KG89,4155.A0A022RLE8,0
1590841.A0A2R6PGX5,43335.A0A4U5QDI3,0
3983.A0A2C9UIC4,4072.A0A2G2YBZ0,0
3827.A0A1S2YAA5,3983.A0A2C9UF38,0
4533.J3LHK5,4533.J3M0I3,1
3659.A0A0A0KM26,3659.A0A0A0LJ20,1
4565.A0A3B5XXR0,4565.A0A3B6SF85,1
4540.A0A3L6RTW0,85681.V4T8X8,0
4565.A0A3B6H506,4565.A0A3B6QC73,0
3880.A0A072ULT2,4097.A0A1S4CSS0,0
4565.A0A3B6AZV4,4565.A0A3B6JDW3,1
4529.A0A0E0P770,4529.A0A0E0R2Y7,1
3708.A0A078F8B9,3708.A0A078FDU1,1
51351.M4C9L8,51351.M4D9A8,1
1291522.A0A059LIC0,1291522.A0A059LJ49,1
3702.Q9LV21,3983.A0A2C9WK60,0
1590841.A0A2R6PQB8,3702.O64644,0
4536.A0A0E0GFC5,4536.A0A0E0IT74,1
3659.A0A0A0KTT3,3659.A0A0A0L5J6,1
3988.B9RA70,81985.R0H0E7,0
4565.A0A3B6JKC8,4565.A0A3B6U3A3,1
3641.A0A061DUE5,3641.A0A061EV54,1
554055.A0A2P6VKK8,888268.A0A1E5WB30,0
4097.A0A140G1P2,4097.A0A140G1Q7,1
3055.Q00914,4565.A0A3B6U4Q9,0
70448.A0A090M6S5,70448.A0A090M8D3,1
3988.B9SQU0,3988.B9SU94,1
112509.A0A287WFA2,112509.F2E724,1
3821.A0A151RLB1,4577.B6T892,0
4540.A0A3L6PNL8,4540.A0A3L6SJC3,1
33114.A0A2G2WND2,33114.A0A2G2X835,1
43335.A0A4U5Q4S7,43335.A0A4V6ACC2,1
35608.A0A2U1KN62,35608.A0A2U1L120,1
157652.A0A371FP74,39947.Q7XKD9,0
4081.A0A3Q7J751,4540.A0A3L6QUK0,0
3635.A0A1U8IRJ1,3635.A0A1U8KRL8,1
3821.A0A151SEI3,3821.A0A151UCV3,1
33114.A0A2G2WML4,33114.A0A2G2XIK5,1
4565.Q5I7L3,80379.A0A2G3DBP6,0
218851.A0A2G5DDR7,4572.M7ZUP1,0
145388.A0A0D2MKU1,49451.A0A1J6L018,0
51351.M4DD21,51351.M4E6Q4,1
4529.A0A0E0QM32,85681.V4TQH2,0
3914.A0A0L9TJN8,3914.A0A0L9UGK2,1
40148.A0A0D9ZE97,81985.R0IIB1,0
33114.A0A2G2VJX4,554065.E1ZP40,0
4533.J3LV85,4533.J3NBU3,0
3775.A0A1Q3B5T9,3775.A0A1Q3D599,1
29730.A0A0D2TUX9,55188.A0A2H5P9M7,0
3916.A0A1S3UC77,3916.A0A1S3VWD3,1
52838.A0A4S8ICR9,52838.A0A4S8KFA8,1
4540.A0A3L6TD49,4577.K7V364,0
3641.A0A061FBI7,3641.A0A061FRX0,1
218851.A0A2G5CLA7,218851.A0A2G5DXU6,1
49451.A0A1J6IEA2,49451.A0A314KHJ0,1
296587.C1ECT8,39947.A0A0P0V0P5,0
4555.K3Y626,4555.K4A5H2,1
3476.A0A2P5CLL0,3659.A0A0A0LKA5,0
49451.A0A1J6IN45,49451.A0A1J6KQZ7,1
4529.A0A0E0P770,4529.A0A0E0QAH7,1
70448.A0A090M4S1,70448.A0A096P7C9,1
4565.A0A3B6KP84,80379.A0A2G3BLF0,0
35608.A0A2U1NGL3,4572.M8A4W2,0
3914.A0A0L9UIH0,3914.A0A0L9VDN2,1
40148.A0A0D9YYQ5,72664.V4NVU9,0
4529.A0A0E0NS98,4529.A0A0E0PBU4,1
4540.A0A3L6T321,80379.A0A2G3CRY9,0
3983.A0A2C9W669,3983.A0A2C9WKX2,1
52838.A0A4S8ITQ1,981085.W9RWB7,0
157652.A0A371E7S9,157652.A0A371E9Y4,1
112509.F2DI09,3702.Q9FJD0,0
85681.V4RP99,85681.V4TMT4,1
3702.Q94AQ8,3702.Q9LVM2,1
63057.A0A2P5FJ26,80379.A0A2G3CL34,0
4113.Q27S64,4155.A0A022QD78,0
4555.K3XMH3,4555.K4A452,1
4565.A0A3B5YXA2,4565.A0A3B6N1I7,1
3702.Q9LJ98,4572.S4Z1X1,0
157652.A0A371HP19,157652.A0A371IGY8,1
35608.A0A2U1KHA1,35608.A0A2U1QEJ6,1
29730.A0A0D2S8G1,29730.A0A0D2UD07,1
4097.A0A1S4AAF4,72664.V4JZV0,0
4565.A0A3B5Y6B4,4565.A0A3B6NKA2,1
41875.K8EJG2,77586.A0A0D9W7E9,0
3750.A0A498J8X2,3916.A0A1S3VWP5,0
40149.A0A0E0C365,4538.I1QKT5,0
3775.A0A1Q3AVF1,3775.A0A1Q3BQ10,1
4565.A0A3B6CGB7,4565.A0A3B6KLN7,1
4540.A0A3L6SLE4,4540.A0A3L6T4Z6,1
33097.A0A150GSN3,33114.A0A2G2VA80,0
3821.A0A151SXK7,85681.V4UAJ9,0
3885.V7AHS3,3885.V7BW77,1
4113.M1CJW9,77586.A0A0D9X166,0
81985.R0G5N7,81985.R0GHA6,1
81985.R0F4Z3,81985.R0FR29,1
39947.A0A0N7KJC3,39947.Q10D80,1
35608.A0A2U1LWH0,35608.A0A2U1MJB3,1
40148.A0A0E0A0I9,40148.A0A0E0BPQ5,1
106549.A0A540L3G8,35608.A0A2U1PAF7,0
33114.A0A2G2VRM9,33114.A0A2G2VYS3,1
4565.A0A3B6ESA1,4565.A0A3B6QKU4,1
296587.C1E4E5,39947.P29545,0
4565.A0A3B6QEZ3,981085.W9RBK4,0
4565.A0A3B6SQU7,4565.A0A3B6U6Q6,1
80379.A0A2G3CTA8,80379.A0A2G3D1Y4,1
3988.B9RRQ0,3988.B9SKT8,1
65489.A0A0D3F614,72664.V4L5H7,0
39947.Q0IP63,81985.R0GIP9,0
3702.Q9SXJ6,888268.A0A1E5UWA1,0
77586.A0A0D9WWM8,77586.A0A0D9XYG7,1
157652.A0A371FTF3,4529.H6CSV3,0
3702.Q9SJ96,4565.A0A3B6SD40,0
3469.A0A4Y7KNS5,4540.A0A3L6PCA8,0
4113.M1ATK6,981085.W9SH67,0
39947.Q0JFH5,39947.Q8S7Q0,1
4565.A0A2X0SD55,4565.A0A3B6RKR7,1
3659.A0A0A0LPD2,4538.I1R953,0
43335.A0A4U5QEN0,4533.J3LDP9,0
218851.A0A2G5DYR8,218851.A0A2G5F758,1
3476.A0A2P5B0Z2,51351.M4CHK0,0
1088818.A0A2I0ASI9,81985.R0GIV5,0
81985.R0G7T3,81985.R0IGW5,1
1157962.A0A250WYG4,41875.K8ER33,0
40148.A0A0D9Y2U2,40148.A0A0D9Z3F2,0
4555.K4AER0,888268.A0A1E5UX91,0
4536.A0A0E0FK46,4536.A0A0E0I6P7,1
35608.A0A2U1PQM8,4565.W5DS33,0
4072.A0A1U8E7N6,4072.A0A1U8FNY1,1
85681.V4SQH9,85681.V4UAJ9,1
3708.A0A078J444,3827.A0A1S2Y4A1,0
4540.A0A3L6R8P6,4540.A0A3L6TN45,1
3821.A0A151R6T8,39947.Q75IR7,0
3055.A0A2K3D5H4,3055.Q05093,1
39947.Q7XVN7,63057.A0A2P5F3R5,0
33097.A0A150G5P6,33097.A0A150H1H0,1
3750.A0A498HEA3,4555.K4AL94,0
43335.A0A4U5M4R2,4537.A0A0E0L6U3,0
4536.A0A0E0FPP8,4536.A0A0E0HVF2,1
3983.A0A2C9VQX8,4533.J3N9L0,0
3916.A0A1S3TNP9,80379.A0A2G3CC47,0
3641.A0A061G6W4,4529.A0A0E0QGK6,0
112509.A0A287INL5,4565.A0A3B6LN04,0
40149.A0A0E0BWQ2,40149.A0A0E0CMR8,1
4537.A0A0E0MMM7,4565.A0A3B6NTI7,0
3916.A0A1S3TLV4,3916.A0A1S3VMY6,1
157652.A0A371HQQ8,3914.A0A0L9TGM6,0
52838.A0A4S8J7A9,80379.A0A2G3BKU2,0
3983.A0A2C9U1X9,981085.W9RB04,0
210143.A0A1R3KYA8,77586.A0A0D9V1M8,0
4540.A0A140GZ75,4540.A0A3L6PYF8,1
3635.A0A1U8IFW4,77586.A0A0D9VGY2,0
40148.A0A0E0AXP7,40148.A0A0E0B5B4,1
3827.A0A1S2YXG9,4097.A0A1S3XSF3,0
4540.A0A3L6PK94,4540.A0A3L6THJ7,1
3983.A0A2C9UGQ4,40149.A0A0E0DFE5,0
157652.A0A371FJJ4,49451.A0A1J6HZG9,0
218851.A0A2G5EGA0,65489.A0A0D3EIP1,0
3055.A0A2K3CZL0,3055.A8IZ36,1
3988.B9R8R9,4565.A0A3B6MPS2,0
40148.A0A0D9Z885,40148.A0A0E0B5B1,1
4565.A0A3B6MLN0,4565.A0A3B6NKC3,1
210143.A0A1R3GQM4,210143.A0A1R3GW42,1
22663.A0A2I0L5L3,4577.B6TNG8,0
4540.A0A3L6PHJ1,4540.A0A3L6QUK0,1
3827.A0A1S2XVJ3,4538.I1NMB5,0
85681.V4SRR2,85681.V4TZY9,1
40149.A0A0E0CVA4,4540.A0A3L6T4S1,0
3760.M5WAP7,4537.A0A0E0JN47,0
3641.A0A061G047,3702.O82486,0
29730.A0A0D2SCV6,29730.A0A0D2TRG7,1
112509.M0X6R9,4155.A0A022S1E2,0
40148.A0A0D9ZT84,81985.R0H8K3,0
43335.A0A4U5PW88,52838.A0A4V4H7I3,0
4540.A0A3L6QQU6,4540.A0A3L6TVN7,1
3635.A0A1U8JSX5,554065.E1ZFC9,0
51351.M4CTC0,51351.M4DAE2,1
3659.A0A0A0KAT0,3659.A0A0A0LA70,1
4565.A0A3B5Y6N2,4565.W5F826,1
3635.A0A1U8LBG3,3983.A0A2C9UX07,0
4113.M1A3Z1,55188.A0A2H5N3E9,0
33114.A0A2G2VRY6,4097.A0A1S4CSS8,0
157652.A0A371ESE1,3760.A0A251QQG4,0
52838.A0A4S8ILS6,52838.A0A4V4H573,1
33097.A0A150FUL6,33097.A0A150FY74,1
35608.A0A2U1M0B9,35608.A0A2U1PXK1,1
888268.A0A1E5VH11,888268.A0A1E5VY01,1
1291522.A0A059LRH0,4155.A0A022RB71,0
1590841.A0A2R6RV55,3775.A0A1Q3CSY8,0
4529.A0A0E0Q416,4529.A0A0E0RGJ1,1
3827.A0A1S2YDG2,4565.A0A3B6RIM8,0
77586.A0A0D9XJA8,77586.A0A0D9XZI5,1
3702.A0A2P2CLC5,3702.A0A2P2CLG4,1
106549.A0A540LU77,106549.A0A540NL44,1
4113.M1CNN0,4113.M1CX07,1
4072.A0A1U8FZ32,4072.A0A2G3A9I3,1
65489.A0A0D3FKE7,65489.A0A0D3FU25,1
4538.I1P5S0,49451.A0A314L2C2,0
52838.A0A4S8IW41,77586.A0A0D9VZX5,0
3702.Q9LD90,4533.J3KVL4,0
40149.A0A0E0DDJ7,4555.K3Z2L9,0
4529.A0A0E0NG96,4529.H6CSK4,0
4537.A0A0E0KIY4,4565.A0A3B6QIM1,0
3760.M5XGT9,3760.M5XP64,1
145388.A0A0D2JSI0,4537.A0A0E0JPK7,0
65489.A0A0D3ET61,65489.A0A0D3FS88,1
40149.A0A0E0EG97,40149.A0A0E0EZ65,1
4081.A0A3Q7FEF3,4540.A0A3L6SRU1,0
77586.A0A0D9VGY2,77586.A0A0D9XL49,1
33097.A0A150FV19,85681.V4TN38,0
3702.Q94K70,4529.A0A0E0QJ69,0
1088818.A0A2I0A6I4,3885.V7BZZ4,0
3988.G1D7B2,3988.G1D7B3,1
80379.A0A2G3BIS6,80379.A0A2G3DET7,1
4113.M1C2I7,4113.M1CX25,1
4072.A0A2G2YNC8,4072.A0A2G2ZVV9,1
3775.A0A1Q3AZG9,3821.A0A151SZC7,0
49451.A0A1J6HVN5,52838.A0A4S8K0Z8,0
3916.A0A1S3UVU0,4155.A0A022QXR6,0
3659.A0A0A0LJ20,55188.A0A2H5QN20,0
3469.A0A4Y7IL80,3469.A0A4Y7L099,1
3641.A0A061DJ22,3641.A0A061G0M3,1
81985.R0FF78,85681.V4SRR2,0
3760.M5WCY3,4577.B4FMY5,0
3702.A0A178W3G2,3702.Q9LPP3,1
4533.J3MQG9,4533.J3MQU9,1
210143.A0A1R3INB8,4565.A0A3B6JLP0,0
40148.A0A0D9ZFZ8,40148.A0A0E0BRL9,1
35608.A0A2U1NRB2,4572.M7YID9,0
4572.T1MBW2,4577.B4FEF8,0
29730.A0A0D2UFL0,4533.J3LIB9,0
3641.A0A061EDR5,4097.A0A1S4DNS6,0
4536.A0A0E0FK09,70448.A0A090M393,0
43335.A0A4U5PTK5,52838.A0A4S8J2G1,0
3988.B9RR39,3988.B9SLJ5,1
4565.A0A3B6KNC5,4565.A0A3B6N478,1
39947.A0A0P0W9C3,39947.Q9AV81,1
40148.A0A0E0AJ17,40148.A0A0E0BRX1,1
3988.B9T2Q2,4537.A0A0E0KKW7,0
3880.A0A072VC04,3880.G7J007,1
1088818.A0A2I0B339,4113.M1A641,0
3055.A8I074,3055.A8IYZ2,1
145388.A0A0D2MC54,81985.R0H685,0
4081.A0A3Q7GHN6,51351.M4E5L6,0
39947.A0A0P0X0W6,41875.K8EGQ6,0
4565.A0A3B6N134,4565.A0A3B6N1I7,1
981085.W9QJS0,981085.W9RM45,1
4577.B4FA42,4577.B6TJL9,1
4565.A0A3B6MKF1,4565.W5AUH7,1
39947.Q8H594,41875.K8F6X3,0
112509.A0A287QVX8,112509.F2CS02,1
33114.A0A2G2XDH5,3983.A0A2C9VUK3,0
39947.A0A0N7KJC3,39947.Q7XKD9,1
3641.A0A061E7C8,39947.Q7XPZ3,0
4555.K3YQ51,4555.K3Z3M8,1
3821.A0A151QNF1,3821.A0A151T7S2,1
4540.A0A3L6QRV5,4540.A0A3L6REM5,0
3708.A0A078HJQ4,4540.A0A3L6PKA5,0
43335.A0A4U5PVU4,65489.A0A0D3FN59,0
4536.A0A0E0H0W7,888268.A0A1E5V0C1,0
3469.A0A4Y7KTU0,3916.A0A1S3VVM5,0
106549.A0A540MGA7,106549.A0A540MXS8,1
4565.A0A3B6MZS4,4565.A0A3B6TQU0,1
4565.A0A3B6NR11,4565.A0A3B6NT88,1
1088818.A0A2H9ZUA0,3469.A0A4Y7J3R5,0
112509.A0A287JNN1,3821.A0A151T247,0
4537.A0A0E0LMY5,888268.A0A1E5V948,0
4565.A0A3B6JP64,4565.A0A3B6TPL7,1
4155.A0A022QJT5,4155.A0A022R6W0,1
33097.A0A150FUX2,33097.A0A150H3W8,0
77586.A0A0D9WAH7,77586.A0A0D9X3X3,1
4572.M7Z3X6,4572.M8AGP4,1
33114.A0A2G2XC97,4537.A0A0E0L1Z0,0
4540.A0A3L6PT92,4540.A0A3L6T987,1
3469.A0A4Y7J776,888268.A0A1E5UPY3,0
40149.A0A0E0DCA3,40149.E9KJ02,1
33114.A0A2G2VH63,33114.A0A2G2XQA1,1
4097.A0A1S3XB17,4097.A0A1S4BDQ7,1
4529.A0A0E0N562,4529.A0A0E0Q6U9,1
4572.M7YPW7,4572.M7Z4K2,1
85681.V4UBK8,85681.V4UX36,1
3988.B9T9Z2,3988.B9TA53,1
3641.A0A061E421,81985.R0F4Z3,0
3476.A0A2P5B5X1,4572.M7YWF5,0
3750.A0A498HDR1,554055.A0A2P6VFJ1,0
3821.A0A151TLH8,4572.M7YWF5,0
3476.A0A2P5CXB0,3476.A0A2P5DSG3,1
29730.A0A0D2TWP5,72664.V4KX75,0
4538.I1NQG8,4538.I1PJB1,1
3476.A0A2P5CXA2,4572.M7ZP08,0
4565.A0A3B6LV48,4565.W5E8X2,1
3641.A0A061DQ63,85681.V4TNX3,0
3641.A0A061EE25,72664.V4NNI2,0
4572.M7ZEH8,4572.M8A462,1
35608.A0A2U1NZ22,35608.A0A2U1P8Q5,1
3916.A0A1S3V4U7,3916.A0A1S3VKZ9,1
4529.A0A0E0NHZ0,4529.A0A0E0PYF7,1
3760.A0A251PES6,40149.A0A0E0D231,0
3880.B7FMQ0,4540.A0A3L6SMR2,0
33097.A0A150GQS1,33097.A0A150GXJ2,1
3476.A0A2P5D2D5,3476.A0A2P5DU22,1
33097.A0A150G4M8,3827.A0A1S2Z2G2,0
4533.J3L0W0,4533.J3LPH1,1
210143.A0A1R3HVF2,3827.A0A1S2Y4A1,0
4538.I1NVM0,4538.I1PU43,1
3880.A0A072TWV3,63057.A0A2P5E7I9,0
4529.A0A0E0PLZ0,4529.A0A0E0QF28,1
3469.A0A4Y7JUG2,3821.A0A151TUY8,0
3821.A0A151S6E4,4577.P04967,0
106549.A0A540M271,106549.A0A540N002,1
40149.A0A0E0E750,40149.A0A0E0E9U8,1
3702.Q8L9G7,3702.Q9FY84,1
40149.A0A0E0CIG8,4538.I1NVK3,0
33114.A0A2G2W7U0,33114.A0A2G2WGJ9,1
112509.F2CSY5,39947.A0A0P0WXU0,0
4538.I1P5S0,4538.I1QEZ2,1
3476.A0A2P5AW75,3476.A0A2P5CLL0,1
65489.A0A0D3GJW3,65489.A0A0D3HG91,1
296587.C1FGE8,3055.Q6V9A8,0
49451.A0A314KRA3,80379.A0A2G3B5K5,0
29730.A0A0D2S9R5,29730.A0A0D2TAZ9,1
40148.A0A0D9ZRS3,81985.R0H641,0
80379.A0A2G3CQH8,80379.A0A2G3CWR5,1
210143.A0A1R3GM82,3702.Q2V2S7,0
157652.A0A371G2Q5,33114.A0A2G2XEW1,0
22663.A0A2I0J779,39947.B9FC62,0
106549.A0A540LBA2,4577.C0PAX3,0
3885.V7CCX6,4537.A0A0E0KWW5,0
157652.A0A371ED69,3659.A0A0A0KMK9,0
41875.K8E8L6,41875.K8E8L9,1
3659.A0A0A0LYW4,77586.A0A0D9VBM7,0
3885.V7AT88,3885.V7BNC2,1
3885.V7AEQ4,4540.A0A3L6PH18,0
4540.A0A3L6Q029,4540.A0A3L6SQY1,1
4540.A0A3L6RT22,4540.A0A3L6RUV6,1
3702.Q9C950,3702.Q9LJ87,1
4565.A0A3B6AT01,80379.A0A2G3C340,0
40148.A0A0D9ZJW1,40148.A0A0D9ZT40,1
4572.M7YEC7,4572.M7YGC6,1
4533.J3KVA2,4533.J3LQ65,1
33097.A0A150GHQ6,3702.Q94AQ8,0
3775.A0A1Q3ALN6,72664.V4MWU9,0
3988.B9RFR6,3988.B9SFA8,1
3914.A0A0L9UIZ5,888268.A0A1E5VEY3,0
3916.A0A1S3TWF5,3916.A0A3Q0F5D5,1
218851.A0A2G5ETY9,3988.B9SQ22,0
40148.A0A0E0A8W0,40148.A0A0E0ALT2,1
40149.A0A0E0DYX2,40149.A0A0E0EU32,1
3702.Q9S7M0,3702.Q9XF89,1
4537.A0A0E0KJ29,4537.A0A0E0M1J0,1
3916.A0A1S3W199,3916.E9KZM1,1
33114.A0A2G2VQF6,33114.A0A2G2WUV5,1
35608.A0A2U1MX61,35608.A0A2U1P8D7,1
3075.A0A087SCK4,43335.A0A4V6A5L5,0
3702.Q39211,3702.Q9SJ96,1
3775.A0A1Q3AWK0,3775.A0A1Q3BN88,1
3659.A0A0A0KQ02,3659.A0A0A0LQT1,1
4533.J3LJK7,4533.J3LWP6,1
4529.A0A0E0QHB1,4572.M7YT78,0
1088818.A0A2I0ASQ5,1088818.A0A2I0B3N7,1
4540.A0A3L6QE49,4540.A0A3L6TMV9,1
3821.A0A151TSU6,39947.Q6YX88,0
1088818.A0A2I0B2Y8,1088818.A0A2I0BB25,1
3635.A0A1U8LXQ6,3635.A0A1U8PME4,1
3821.A0A151U827,4540.A0A3L6PD44,0
3659.A0A0A0LMJ5,3914.A0A0L9U890,0
4529.A0A0E0PX31,4529.A0A0E0Q1M1,1
4555.A0A368RTB2,4555.K4A5Z4,1
3659.A0A0A0KZ00,39947.Q6K3F7,0
4538.I1PCT2,4538.I1PXC8,1
3469.A0A4Y7IJ65,3469.A0A4Y7JRK9,1
4540.A0A140GZ25,4540.A0A3L6SFR6,1
41875.K8EIR7,41875.K8F6X3,1
3702.Q940H6,55188.A0A2H5Q3S9,0
3750.A0A498IBH5,4072.A0A2G3A405,0
4540.A0A3L6QFU9,4565.A0A3B6AXY1,0
4529.A0A0E0MYM2,4529.A0A0E0MZ49,1
3659.A0A0A0LHP0,4155.A0A022QTE6,0
1088818.A0A2H9ZY54,1088818.A0A2I0AFW9,1
157652.A0A371H6Q1,3055.A8JDN1,0
49451.A0A1J6I8W7,49451.A0A1J6JW31,1
4565.A0A3B5ZQM6,4565.A0A3B6JEF0,1
3885.V7AEY8,3885.V7CAM5,1
3988.B9RAI8,40148.A0A0E0ALP2,0
1590841.A0A2R6R067,4529.A0A0E0QHB1,0
