protein1,protein2,Label
1295531.A0A1E3IV07,1295531.A0A1E3IVI1,1
692275.N1QDJ0,692275.N1QG83,1
33203.A0A179GSY6,50990.A0A4Y7QB35,0
1173061.A0A0J9XH75,97972.A0A2V1DIV6,0
747525.W4KLP2,747525.W4KNF7,1
771870.F7VP75,771870.F7VYA6,1
4932.Q0105,4932.YJL166W,1
526221.C9STE3,71717.A0A4Y7TNK6,0
452589.G9NFH2,5217.A0A4Q1BW09,0
180088.A0A1J8RG84,52247.A0A4T0WUB4,0
402676.B6JXK5,402676.B6K240,1
278944.A0A4Z1I1P5,660025.F9FQG4,0
1622150.A0A1B8DAB9,1622150.A0A1B8DJU9,1
139420.A0A371CYV2,763407.A0A163AM33,0
5217.A0A4Q1BPE0,660025.F9G216,0
1507870.A0A1V8SN22,240176.A8N7C6,0
443226.E9CUN8,443226.E9D824,1
2004951.A0A2C6AHI4,42249.A0A317SV63,0
2082308.A0A2K1QLI6,2082308.A0A2K1QQG3,1
914237.A0A1E1KK27,914237.A0A1E1L3Z3,1
1071382.H2ANL4,229533.I1RYU6,0
1149755.A0A2J6RA23,1149755.A0A2J6RIU4,1
401625.A0A0P1BGD2,401625.A0A0P1BSP0,1
1622149.A0A1B8ER55,1622149.A0A1B8ESN3,1
2028339.A0A421JSU1,578455.G2QSY1,0
1245769.A0A0C7N8H9,1245769.A0A0C7NBD4,1
42251.A0A2T6ZUK8,763665.A0A2G5BJY7,0
454286.A0A0J8R9C6,454286.A0A0J8R9L5,1
45235.A0A2K3QFE0,45235.A0A2K3QKH5,1
252740.A0A423W0V1,252740.A0A423WGA5,1
2060906.A0A0H1BLM8,5078.A0A135LMD5,0
101091.A0A1C7N5S5,1230905.A0A1G4JET4,0
861557.E3RJZ7,861557.E3S7K4,1
237561.A0A1D8PG13,765868.A0A178AXE9,0
554155.C5FPV0,554155.C5FY49,1
212602.A0A420I237,597362.K5WUX2,0
5466.A0A4R8QR35,5466.A0A4R8RQ08,1
1287680.R1E5I8,269621.A0A238FLI0,0
1141098.A0A1Y2D770,1141098.A0A1Y2DAG5,1
914234.M2R9N0,91492.A0A0K8L9Y9,0
1126212.K2RP74,1126212.K2SGB3,1
1460663.A0A177BVV0,1460663.A0A177C4H1,1
1196081.A0A364KV43,1314790.A0A1Y1XYZ8,0
1296121.A0A1A6A9Y0,2163413.A0A4P6XNY7,0
857340.A0A086SV71,857340.A0A086T6U9,1
1128400.I2FZJ8,1128400.I2G6N5,1
1168221.R7YMN5,418784.A0A2P7YHW0,0
578455.G2R559,578455.G2R567,1
544711.F0U8B6,544711.F0UUG7,1
930089.W6YBU6,930089.W6Z139,1
1314672.A0A166DDT3,396776.A0A0J8RQU2,0
1229662.W3WI93,1229662.W3WPB7,1
45235.A0A2K3QKP3,559307.C5DYS9,0
109895.A0A507E3E3,29833.A0A1E5RQU5,0
1314778.A0A5C3NX16,554155.C5FBS9,0
1392247.A0A3N4L375,1392247.A0A3N4L7C7,1
308745.A0A0F8UAS9,308745.A0A0F8X1H3,1
27334.A0A0A2IKU9,27334.A0A0A2JKD2,1
61395.A0A1Y1WHM7,701091.M2UJW0,0
660025.F9F1C3,670580.A0A1X6MXI3,0
404692.A0A0J6YG17,404692.A0A0J7B9G8,1
60172.A0A1V6R2J1,684364.F4NY56,0
4932.YKL148C,4932.YLL041C,1
796925.A0A137NT60,796925.A0A137PBL1,1
42249.A0A317SJ32,42249.A0A317SK15,1
771870.F7VPL6,771870.F7W4G8,1
329884.A0A4U0X2K8,329884.A0A4V5NFI3,1
1357716.A0A1S8W6F9,418459.E3JX71,0
2025994.A0A2T3A408,2025994.A0A2T3AAD8,1
861557.E3RTI0,861557.E3S222,1
1296096.A0A1B9ICK7,933852.A0A0C2WWK6,0
1531966.A0A0A1TAW1,766039.A0A150VBI3,0
683960.A0A1E3P143,683960.A0A1E3P3H4,1
327505.A0A2H3H097,327505.A0A2H3HG18,1
1305764.R9P4T6,1305764.R9PBD8,1
1314672.A0A166KB28,1392255.A0A2I1BY49,0
41688.A0A2N3N9A4,73868.A0A1Y3MWB9,0
1076256.A0A2H3BBT4,1262450.S3C2P9,0
1116229.S3CZX6,1116229.S3D683,1
1522189.A0A316W6N9,2070412.A0A2S7QDU3,0
1448308.A0A2T2N573,158607.A0A2P5I3E1,0
2039874.A0A369HFS2,94208.A0A2S4KLG3,0
1448320.A0A319D3I2,403673.A0A177WKI3,0
1051616.A0A3M9Y1L0,1051616.A0A3M9Y6Z1,1
1460663.A0A177BU55,1460663.A0A177BZ50,1
619300.G3AKD3,999810.G2XYD6,0
1173701.A0A066X059,278944.A0A4Z1J8N2,0
983964.A0A2T4ABS0,983964.A0A2T4ADA6,1
546991.N1JDS0,741276.A0A2S5BDN3,0
1314790.A0A1Y1XPT2,2004951.A0A2C5YTA4,0
999810.G2XU43,999810.G2Y646,1
1432141.A0A015L640,56408.A0A1E5RH34,0
1314785.A0A165I3D9,133412.A0A1R1YHJ5,0
237561.A0A1D8PL99,985895.E5A3S4,0
5078.A0A135L8C9,5078.A0A135LDI7,1
2039875.A0A369GQL4,796604.A0A2X0M1E5,0
212602.A0A420HYC4,212602.A0A420I267,1
1423351.A0A074RVT9,1423351.A0A074SHR7,1
148818.A0A4V2JWJ5,879819.A0A0J1B2U1,0
1420914.A0A094GVD2,1420914.A0A094HM24,1
1295533.A0A1E3HW10,931890.G8JT62,0
56408.A0A1E5R251,56408.A0A1E5R4R0,1
45607.A0A2T0FFD5,5466.A0A4V3HW14,0
1447883.A0A2B7XGW0,1447883.A0A2B7Y314,1
1341132.A0A3F3Q726,52247.A0A4T0X2F6,0
229533.I1S2B9,578462.A0A0L0TD16,0
1035309.A0A2C5X0P2,1035309.A0A2C5XCB9,1
502780.C1G9Z7,933852.A0A0C3AYK5,0
1036611.A0A1L9PGM0,327505.A0A2H3HWR9,0
1276538.A0A1X7RCH7,329885.A0A4U0UTF9,0
1229664.N4TZ83,289078.A0A2X0L4J1,0
985895.E4ZRC9,985895.E5ADE2,1
402676.B6K0A4,5599.A0A177E0D4,0
502779.C1GUW2,502779.C1GZW8,1
4955.A0A1G4MBF4,999810.G2XNP5,0
1813822.A0A1V1TNS3,41688.A0A2N3N4Q1,0
1299270.R9AIG2,2039875.A0A369GU38,0
401625.A0A0P1BBK0,747525.W4KKC7,0
1316194.A0A1Q5T089,1316194.A0A1Q5UET2,1
1262450.S3CFY0,154538.A0A1M2VQK4,0
703135.A0A2A9NCL9,703135.A0A2A9P1C9,1
645133.E3QQJ6,879819.A0A0J0XFD5,0
1960876.A0A3M2SU61,1960876.A0A3M2T3B1,1
619300.G3AF09,684364.F4PDL5,0
1051616.A0A3M9Y3H7,425265.A8Q4T8,0
246410.J3K973,4829.A0A163MWU2,0
426418.B2WDQ9,426418.B2WLG0,1
4999.A0A1Y1URY2,694270.A0A395S263,0
985895.E4ZNW1,985895.E5AEW7,1
1168221.R7YTP7,1168221.R7YY38,1
765868.A0A178B3L9,765868.A0A178B4A3,1
1229662.W3XNC9,42673.A0A2K0WM81,0
4846.A0A367KPB3,4846.A0A367KQR0,1
1149755.A0A2J6R0A2,1220924.W2S923,0
1420906.A0A093ZMG7,1420906.A0A094AWA0,1
2070753.A0A3A2ZQX0,413071.G9NDJ1,0
106004.A0A1Y2F8M6,342668.A0A1B8GFU9,0
100816.A0A175VVD6,348901.A0A2I0RS02,0
946122.A0A0C2WAH1,946122.A0A0C2XD10,1
13370.A0A448YKT6,2512241.A0A553HQ19,0
1306850.A0A0L6WCH9,58919.A0A316ZBS1,0
321614.Q0UZB4,329046.A0A1Y2C4U4,0
86630.A0A367IZM9,86630.A0A367J0Q1,1
404692.A0A0J6Y4L3,660025.F9G0G7,0
289078.A0A2X0L0C0,289078.A0A2X0LYK5,1
573729.G2Q974,573729.G2QNH2,1
1447875.A0A2B7XJW2,1447875.A0A2B7YB61,1
1287680.R1GUC4,857340.A0A086SWD5,0
1003232.J9DCL8,4909.A0A2U9RBW3,0
1399860.A0A2C5Y8Q7,578454.G8BGF1,0
341454.A0A4S2N1B8,930991.A0A0D0C6Q3,0
1291518.A0A0D9NV36,1291518.A0A0D9P7L0,1
1507870.A0A1V8SYU1,1507870.A0A1V8TJ87,1
1524831.A0A1B8DUU8,1524831.A0A1B8E8Y6,1
1231657.A0A1Y2AAJ9,1231657.A0A1Y2ACU3,1
1182542.W9XCT1,2211646.A0A4Q4VQ92,0
1806994.A0A507BWR3,56484.A0A1Y2FCA4,0
1314773.A0A3N2PP77,1314773.A0A3N2Q1L5,1
1522189.A0A316W8U0,1664694.A0A0N0NKT8,0
1391915.U7PM20,1391915.U7PNQ6,1
2211647.A0A4Q4TUB2,2211647.A0A4Q4UXB1,1
1160509.A0A3N4HZQ4,1160509.A0A3N4IN14,1
692275.M3CAA3,692275.M3D8T5,1
1109443.G4TPS1,1109443.G4TU01,1
383855.M3ALU4,383855.M3AQT9,1
1287681.M7SIJ6,1391915.U7PWE3,0
334819.W7LZF7,45286.A0A0X8HT90,0
1209926.A0A1G4AWI1,1450538.A0A2V5H8S6,0
1051891.A0A0C3MCD6,28573.A0A0U1M2S2,0
336963.C4JM06,454286.A0A0J8QWW9,0
1076872.G8ZS25,92696.A0A4R0R547,0
1314800.A0A1B7MTH5,1314800.A0A1B7NG94,1
1296100.A0A1B9GF63,559298.A0A179V419,0
936435.F8Q7X4,936435.F8QEP8,1
510516.Q2U4R3,510516.Q2UJP2,1
398673.A0A2P4ZVE8,77020.A0A0M9VMV4,0
763406.A0A1E3NF83,763406.A0A1E3NFZ5,1
105696.A0A1Y2M7G2,544711.F0UPN7,0
425264.A0A3G2S3K0,443226.E9DDW3,0
150374.A0A0M9VRM8,402676.B6K4H4,0
1622150.A0A1B8D3C6,1622150.A0A1B8DIE6,1
342668.A0A1B8G8X7,342668.A0A1B8GM88,1
1314800.A0A1B7N293,1314800.A0A1B7N6V1,1
1388766.A0A017SBZ0,1388766.A0A017SGR8,1
13370.A0A448YIZ6,498257.G2X2B4,0
1073090.A0A1L9SHT1,1420909.A0A094CQE3,0
1408657.A0A0W4ZFJ2,38488.A0A4Y8CK80,0
100816.A0A175VZS3,4955.A0A1G4MF95,0
27349.A0A0L6U908,27349.A0A0L6VBB4,1
665912.M2R4T5,665912.M2RBC7,1
490622.A0A395NUF5,97331.A0A436ZU77,0
2211646.A0A4V1XJ29,398673.A0A2P4ZGV3,0
1081103.A0A0B2WVV3,1081103.A0A0B2WZJ8,1
50376.A0A517KYN7,50376.A0A517LPE1,1
1314782.A0A165UNA5,771870.F7VYM1,0
1220162.K1W3H6,1220162.K1WDB7,1
1081108.A0A162IRJ4,293939.A0A0S7DTY6,0
139420.A0A371DVE9,984487.A0A1E4SQE0,0
41067.A0A2I2EY73,452589.G9NT25,0
599839.J4H1W9,999810.G2XUR0,0
1447875.A0A2B7X4V1,670483.S7QMA8,0
13291.A0A177VYP0,139825.A0A401GCA3,0
29845.A0A1V6RSC0,29845.A0A1V6S5U7,1
983964.A0A2T3ZVQ7,983964.A0A2T4AU49,1
1126212.K2QJ66,1126212.K2RKC2,1
879819.A0A0J0XFP7,879819.A0A0J0XQ41,1
36022.A0A1V2LCJ1,930089.W6YEL0,0
308745.A0A0F8U0W6,308745.A0A0F8UJW9,1
1209931.A0A135UP71,857340.A0A086SYS6,0
268505.A0A2A9P9S9,268505.A0A2A9PKS6,1
498019.A0A2H1A3C6,5466.A0A4R8QTN2,0
1314778.A0A5C3PHM3,321614.Q0UFT5,0
242507.G5EGX5,78410.A0A0P7BKE6,0
670580.A0A1X6MVZ1,670580.A0A1X6NC49,1
454130.A0A0U5FNW0,454130.A0A0U5GB89,1
363999.A0A439D5N2,363999.A0A439DAU9,1
1365824.V5EF90,1365824.V5EX65,1
1109443.G4T6I1,71717.A0A4Y7TPE6,0
763665.A0A2G5B1E6,763665.A0A2G5B6F6,1
155417.A0A4Q4TB57,670580.A0A1X6NGQ4,0
1314674.A0A0D7BGU0,1314674.A0A0D7BSB7,1
1213859.L2FDF2,264951.A0A443HXQ0,0
1314783.A0A165RMV2,1314783.A0A165T949,1
341454.A0A4S2N4A0,341454.A0A4S2N4N1,1
1229662.W3WRC8,1391699.A0A093XQC8,0
308745.A0A0F8W9E5,86630.A0A367JHH9,0
2070753.A0A3A2ZBQ9,278944.A0A4Z1I3K9,0
1076872.G8ZR62,985895.E4ZI00,0
2039875.A0A369GIK1,5217.A0A4Q1BHT1,0
1220162.K1VAG1,1220162.K1W763,1
1531966.A0A0A1T3W0,1531966.A0A0A1TP85,1
708197.A0A166UH78,708197.A0A166Y488,1
1116229.S3CU06,68775.A0A5C3MAJ6,0
284590.F2Z6J0,879819.A0A0J0XCR7,0
336963.C4JJM6,656916.A0A2G7FKG3,0
86049.A0A1C1CHD3,86049.A0A1C1D061,1
1858805.M5FQJ9,1858805.M5FS66,1
293939.A0A0S7DTJ5,294746.A5DDE9,0
416450.A0A1V6PRX7,416450.A0A1V6QD63,1
181874.A0A409V9J9,181874.A0A409YAI1,1
38488.A0A4Y8CNB9,535722.E4UWR2,0
1509407.A0A0L1IZA2,1509407.A0A0L1J2I3,1
1043005.A0A074ZAD1,1420910.A0A094DN16,0
269621.A0A238FCS4,269621.A0A238FH39,1
1803374.A0A372R468,1803374.A0A372RQW1,1
246404.A0A507FMG0,246404.A0A507FNW5,1
1314800.A0A1B7MZ68,1314800.A0A1B7N312,1
1160509.A0A3N4I5P7,1160509.A0A3N4IHE7,1
56484.A0A1Y2FI48,56484.A0A1Y2FUV7,1
1835702.A0A1F5L751,1835702.A0A1F5LP30,1
158607.A0A2P5I222,658429.L8FL60,0
100816.A0A175WHI3,1036808.A0A0C3A0X2,0
42251.A0A2T7A7L7,653667.S9W335,0
105696.A0A1Y2M1V1,2025994.A0A2T2ZXR0,0
1042311.A0A2T3Z4S1,1042311.A0A2T3ZF00,1
425264.A0A3G2S2K1,481877.B7XJ26,0
425264.A0A3G2S833,425264.A0A3G2SA26,1
1081102.A0A162MNB7,655819.J4KNF7,0
2028340.A0A421J2Y6,2028340.A0A421J4D7,1
1036611.A0A1L9PE34,28573.A0A0U1LSW5,0
708197.A0A166YB37,741276.A0A2S5B9F6,0
1890683.A0A427XYS0,1890683.A0A427YJL8,1
330879.Q4WT84,330879.Q4WVF4,1
1365484.W6QPG3,1365484.W6R8E7,1
2039875.A0A369GT24,2039875.A0A369GXY3,1
5217.A0A4Q1BC50,578458.D8PML3,0
708197.A0A166XR04,914237.A0A1E1JQD2,0
1230383.A0A1M8A355,1230383.A0A1M8A7A5,1
559307.C5DS65,559307.C5DWB5,1
29845.A0A1V6S5F8,69771.A0A1V6PG59,0
1858805.M5FRE0,1858805.M5G6Y9,1
1151754.M9LS83,1262450.S3CW39,0
1420909.A0A094CKF9,1420909.A0A094D1F1,1
100787.A0A0G4LYF5,2656787.A0A370TXK5,0
1664694.A0A0N1H3R7,1664694.A0A0N1HT72,1
33203.A0A179HTX2,5078.A0A135LEN2,0
306902.C4Y2M5,708187.A0A1Q8R9T1,0
1357716.A0A1S8VCT2,1357716.A0A1S8W0V9,1
486041.B0CU61,486041.B0D4A1,1
1037660.A0A066VDL9,1037660.A0A066VV95,1
1429867.A0A0G4PPR1,413071.G9N455,0
1001938.A0A1Y2UC30,1001938.A0A1Y2UX39,1
100816.A0A150ASK3,294750.A0A095CBQ3,0
535722.E4UX45,535722.E4V0G1,1
544712.C6HNQ8,544712.C6HPV9,1
1141098.A0A1Y2DDF4,1141098.A0A1Y2DI35,1
645134.A0A0L0HJG9,763406.A0A1E3NGK9,0
1182545.A0A072P2T8,498257.G2WVB0,0
105696.A0A1Y2LZ07,105696.A0A1Y2M4L7,1
1245769.A0A0C7N3M1,383855.M3ANZ3,0
1314800.A0A1B7N2Z2,1314800.A0A1B7NHI2,1
1149755.A0A2J6QRF2,535722.E4V6M4,0
1448308.A0A2T2N5Z3,268505.A0A2A9PB83,0
1287681.M7SI34,1348612.A0A397HGI8,0
215250.A0A316YZ44,546991.N1JLF6,0
1035309.A0A2C5WX55,559298.A0A179V1J0,0
1230097.A0A423XED1,717646.M2N105,0
71717.A0A4Y7SPL9,71717.A0A4Y7T646,1
109895.A0A507E4B8,1316194.A0A1Q5U810,0
205917.A0A4Y9XN56,205917.A0A4Y9Z2J9,1
322104.A3GGA3,708187.A0A1Q8RPK7,0
767769.A0A1L9UJJ6,767769.A0A1L9UW45,1
1622147.A0A1B8C5I9,1622147.A0A1B8CIA4,1
34475.A0A4Y9Y5K0,34475.A0A4Y9Z126,1
290292.A0A2H3I4U7,332952.B8NHH6,0
602072.A0A1R3RRC5,602072.A0A1R3RUI1,1
578462.A0A0L0RZT6,578462.A0A0L0SDS6,1
246404.A0A507ET15,246404.A0A507FQI2,1
1035309.A0A2C5WJW3,36646.A0A1V6UJ85,0
1081103.A0A0B2X3A0,92696.A0A4R0RLY8,0
155417.A0A4Q4SSW9,155417.A0A4Q4TJE9,1
1354746.A0A0B2UJ40,341454.A0A4S2MLM5,0
40998.A0A2P8A2U0,40998.A0A2P8AG34,1
498257.G2WYB9,665079.A7EFI0,0
2082308.A0A2K1QXA8,2082308.A0A2K1R255,1
1280837.A0A316VAK8,1280837.A0A316VBP4,1
1076935.U4L9K7,1076935.U4LIC1,1
765868.A0A178B5I8,765868.A0A178BCJ7,1
246410.A0A0D8JV48,246410.J3K3I0,1
1408657.A0A0W4ZUH3,1408657.A0A0W4ZVF0,1
796604.A0A2X0LU39,796604.A0A2X0M1L6,1
1081103.A0A0B2WY93,554155.C5FD55,0
41047.A0A397GMP1,41047.A0A397H4I8,1
269621.A0A238FE16,269621.A0A238FFV4,1
578459.A0A0P9FB86,578459.A0A194S373,1
73868.A0A1Y3MXU9,73868.A0A1Y3N4T3,1
1159556.A0A063C328,1229662.W3WI85,0
578459.A0A0P9ISS2,578459.A0A194SBD0,1
139825.A0A401GBP5,139825.A0A401GG42,1
133385.A0A2T9YV89,329884.A0A4U0WR68,0
447093.C0NTR5,447093.C0NZG1,1
5599.A0A177D0Z6,5599.A0A177DQP4,1
1081105.A0A166X3T3,1835702.A0A1F5LXF7,0
1076935.U4LMP2,1209926.A0A1G4APP2,0
1325734.A0A428PIT8,1325734.A0A428QE51,1
1126212.K2RY38,1126212.K2SZM3,1
490622.A0A395NAU1,578458.D8PM38,0
1974281.A0A1V8UPC2,1974281.A0A1V8UX25,1
765868.A0A178AF42,765868.A0A178AXH4,1
334819.W7LY78,334819.W7M8W6,1
502779.C1GQL4,502779.C1H1N2,1
