protein1,protein2,Label
1531966.A0A0A1TF39,573508.A0A1E3B8M8,0
1328760.A0A165GCL0,1328760.A0A165IV45,1
294746.A5DEX6,294746.A5DLF6,1
2211645.A0A4Q4UGV7,29833.A0A1E5RJL3,0
1081105.A0A167KEK6,2211646.A0A4Q4VEX5,0
196109.A0A136IZ37,653667.S9X3U2,0
284592.Q6BLE7,669874.A0A1E4TU47,0
1198029.A0A1U7LHL3,590646.G3BA16,0
1209926.A0A1G4ANR1,1209926.A0A1G4B272,1
930089.W6Y7T3,930089.W6YCG7,1
2211644.A0A4Q4WQE3,2211644.A0A4Q4XJ32,1
1051890.A0A3N4LRQ3,38488.A0A4Y8DAV9,0
1316194.A0A1Q5TG21,284593.Q6FM92,0
240176.A8N5I1,436010.A0A166JHH1,0
237561.A0A1D8PRX9,237561.Q5ABD5,1
1531966.A0A0A1T2B0,1531966.A0A0A1TKK5,1
1380566.A0A179G5Q9,1380566.A0A179G6E2,1
1890683.A0A427YPU8,1890683.A0A427YTD8,1
139420.A0A371CMW7,139420.A0A371DJX2,1
1531966.A0A0A1T6Y2,510516.Q2URH6,0
1622150.A0A1B8D7Q6,984487.A0A1E4SKM3,0
573508.A0A1E3B430,573508.A0A1E3BJ30,1
215243.A0A0D2B3R2,215243.A0A0D2C3Z0,1
1382522.W6MMF2,426428.A0A0D2Y6I8,0
367110.Q7SAA9,367110.Q7SF49,1
291195.A0A437AIQ1,291195.A0A437AL05,1
1266660.A0A1G4ISS2,498019.A0A2H0ZPA5,0
694270.A0A395RFC2,694270.A0A395SK02,1
1392247.A0A3N4KTD5,670483.S7RXF7,0
348802.A0A0D2C8V3,348802.A0A0D2CYT6,1
559298.A0A179U971,559298.A0A179UZL0,1
1071378.G0W8U7,1071378.G0WAS6,1
1047168.A0A0F4G665,356882.A0A423X5Y5,0
1051890.A0A3N4LFS3,1051890.A0A3N4LLI1,1
1213857.N4V0P7,1213857.N4VKI4,1
573729.G2Q180,573729.G2Q2E7,1
670483.S7QJM3,670483.S7QMF7,1
1276538.A0A1X7RJF3,1306850.A0A0L6WLI2,0
650164.K5WVC4,91626.A0A0C9MGU7,0
1485229.A0A2V1BSC0,1485229.A0A2V1CMR7,1
2211647.A0A4Q4TG16,2211647.A0A4Q4UR80,1
1037660.A0A066VR18,1037660.A0A066W1B0,1
1403190.A0A0F0IMB0,930992.A0A0D0BAZ0,0
100816.A0A175W732,4909.A0A099P554,0
293939.A0A0S7DLU2,44941.A0A397W9K9,0
1314777.A0A164V8L4,1314777.A0A164V9N9,1
5098.A0A507R1V4,984486.A0A1E3QV19,0
930090.W6ZKH9,930090.W6ZS86,1
1043005.A0A074YW29,1658172.A0A1B7NZQ3,0
1051890.A0A3N4M750,644358.A0A0C4DM58,0
1314773.A0A3N2PPQ6,1835702.A0A1F5LTU2,0
1071380.I2GVD2,1071380.I2H4D8,1
5007.A0A3F2Y7C6,94208.A0A2S4KTL5,0
1160509.A0A3N4HU90,1160509.A0A3N4IBV3,1
1314783.A0A165N5E4,1314783.A0A165NCN5,1
426418.B2VUN7,43265.A0A545V8M7,0
264951.A0A443HJE4,264951.A0A443I4A8,1
139420.A0A371DUF2,139420.A0A371DUP5,1
698492.A0A0E9NJS9,698492.A0A0E9NKD9,1
1230097.A0A423XGZ4,1237896.T0JMJ8,0
2025994.A0A2T3A1C7,2025994.A0A2T3ALB2,1
1051616.A0A3M9YAW6,763406.A0A1E3NEQ2,0
90262.A0A1X2IDF1,90262.A0A1X2IHC3,1
1314790.A0A1Y1XZ23,1314790.A0A1Y1Z8E9,1
426428.A0A0D2XI62,426428.A0A0D2XUZ4,1
1965284.A0A4U0VWY9,763407.A0A162TYL6,0
348901.A0A2I0S0F7,426418.B2W581,0
13706.A0A1X2HG27,13706.A0A1X2HGN6,1
1813822.A0A1V1TMH3,40296.A0A0A2LAP9,0
1073089.A0A1L9RJ71,1073089.A0A1L9RQF9,1
936435.F8PNR7,984486.A0A1E3QKI9,0
660122.C7YLQ9,660122.C7Z4L2,1
1448316.A0A395H2S9,29833.A0A1E5RZA9,0
683960.A0A1E3P4L4,683960.A0A1E3PAZ4,1
1081108.A0A162KLX1,747525.W4K5F5,0
1071382.H2AWC3,1071382.H2AY68,1
670483.S7QD19,670483.S7RVC7,1
1266660.A0A1G4J7S7,71784.A0A1Y2BDT3,0
1290391.M7TXC6,45286.A0A0X8HW58,0
1071383.J7RI28,1071383.J7RUP0,1
1266660.A0A1G4JD07,1266660.A0A1G4JX23,1
1069680.M7NN86,1399860.A0A2C5Y0C6,0
2512241.A0A553I3N3,2512241.A0A553ID20,1
252740.A0A423VML7,252740.A0A423VNS3,1
418459.E3K8U1,418459.E3KWT9,1
1423351.A0A074RM83,348802.A0A0D2EWD6,0
367110.O60044,367110.P48503,1
1429867.A0A0G4PVB3,38488.A0A4Y8DK05,0
1220924.W2SBK9,1305733.A0A109FNA9,0
62708.A0A420J7J3,985895.E5A9P6,0
2025994.A0A2T3AIS6,2025994.A0A2T3AML0,1
112498.A0A2D3UPZ9,112498.A0A2D3VC75,1
4932.YGL231C,4932.YKL207W,1
321614.Q0UYT9,4829.A0A163J1F3,0
322104.A3GF56,86630.A0A367JNM5,0
322104.A3GGU2,322104.A3GI93,1
431241.G0RSZ1,686832.A0A0C3CIA0,0
1447883.A0A2B7YIS8,1447883.A0A2B7Z0D6,1
5098.A0A507QW14,5098.A0A507QX78,1
28573.A0A0U1LNZ6,28573.A0A0U1MA21,1
765440.A0A0C3EY03,765440.A0A0C3F677,1
2070753.A0A3A2ZMT8,2070753.A0A3A2ZY65,1
1890683.A0A427YJ44,701091.M2VBB7,0
60169.A0A1V6NA79,60169.A0A1V6NHP0,1
278938.A0A4Z1K2B6,278938.A0A4Z1KBT8,1
660025.F9FB59,983966.A0A1E4S7T5,0
1042311.A0A2T3YV41,246410.Q1EAW8,0
215250.A0A316YTP9,215250.A0A316Z2C4,1
177199.A0A420XY45,177199.A0A420YJU0,1
327505.A0A2H3HF57,327505.A0A2H3HSK7,1
1295531.A0A1E3IDR5,914234.M2RTQ6,0
1890683.A0A427YMI7,29845.A0A1V6SAQ4,0
1220926.S2J543,212602.A0A420I3X5,0
5599.A0A177DAY4,5599.A0A177DBK0,1
1042311.A0A2T3ZC23,2025994.A0A2T2ZU73,0
683960.A0A1E3P201,771870.F7W6H5,0
1432307.W9CXU1,40296.A0A0A2KVA0,0
1288291.A0A059F223,1813822.A0A1V1TJD2,0
1245528.M3IHC9,1245528.M3K6W4,1
1806994.A0A507CE78,1806994.A0A507CH72,1
1420914.A0A094HFK5,321614.Q0UX36,0
1391699.A0A094AP65,426418.B2VZH6,0
1072389.K1WNU6,1072389.K1XUI2,1
1280837.A0A316VEW9,535722.E4V4H0,0
1220924.W2S732,766039.A0A150V4B3,0
1314674.A0A0D7BDP7,1314674.A0A0D7BLA2,1
294746.A5DGF5,33203.A0A179H183,0
229533.A0A1C3YJG7,930090.W6ZGX6,0
526221.C9SZ91,984487.A0A1E4SMT7,0
1288291.A0A059EXH1,1288291.A0A059F653,1
242507.G4N9Z3,383855.M2ZV18,0
1213859.L2G2Z2,1213859.L2G4Y2,1
1287681.M7T5A4,1287681.M7TAF7,1
426428.A0A0D2XDM3,645134.A0A0L0HVZ3,0
573508.A0A1E3B6K0,573508.A0A1E3BNZ0,1
1220926.S2J1S7,215250.A0A316YJH9,0
139420.A0A371D272,139420.A0A371D2F9,1
1381753.V2XF38,200324.A0A2N5TPU2,0
86630.A0A367IUV6,86630.A0A367JMB4,1
1230383.A0A1M8A4N7,1622147.A0A1B8C6E0,0
321614.Q0UB71,86259.A0A4Z1P6G7,0
41688.A0A2N3N5A1,41688.A0A2N3N8N3,1
284590.Q6CS03,454286.A0A0J8QTT9,0
1035309.A0A2C5X3R9,1182545.A0A072P7T8,0
1182545.A0A072NYI7,619300.G3AHV8,0
401625.A0A0N7LAE7,670483.S7RS47,0
1076256.A0A2H3BGG5,1076256.A0A2H3CE37,1
154538.A0A1M2VI51,2039874.A0A369HF67,0
559295.C5DLC8,559295.C5DM78,1
1245748.A0A3R7F4R6,931890.G8JW54,0
104259.A0A0F7TJY3,425264.A0A3G2S5V5,0
41047.A0A397H769,767769.A0A1L9UQD3,0
1064592.G0VKW2,52247.A0A4T0WY08,0
1073090.A0A1L9SJW7,1073090.A0A1L9SW65,1
1149755.A0A2J6S0U9,742152.A0A2H3J9C5,0
1447872.A0A1J9PQD7,1447872.A0A1J9Q9X1,1
2028339.A0A421JT88,2512241.A0A553I1B2,0
1314778.A0A5C3NU69,1314778.A0A5C3PT40,1
246410.J3K1D4,708187.A0A1Q8S0F8,0
2020962.A0A2N1J8Q9,656916.A0A2G7FPM0,0
1388766.A0A017SCW0,1835702.A0A1F5LHF9,0
645133.E3QFS7,645133.E3QWL0,1
2211645.A0A4Q4V8Y0,56408.A0A1E5RBJ1,0
559305.F2SHW4,559305.F2SKJ5,1
342668.A0A1B8GFV4,342668.A0A1B8GPL1,1
56408.A0A1E5R296,56408.A0A1E5RGS8,1
1081105.A0A167DZP4,133385.A0A2T9YDD1,0
452589.G9P9S4,452589.G9PBT6,1
1622150.A0A1B8DDE3,278938.A0A4Z1JAR7,0
45235.A0A2K3QAE1,45235.A0A2K3QFM2,1
1380566.A0A179G5I9,278944.A0A4Z1HY24,0
100787.A0A0G4LB93,4846.A0A367KW77,0
37992.A0A4Z0YFV1,660122.C7ZHJ8,0
269621.A0A238F9R2,269621.A0A238FNM4,1
342668.A0A1B8GY12,590646.G3AY96,0
1314783.A0A165LJ60,1388766.A0A017S5P1,0
1176355.A0A4Q9M2Z5,630390.A0A0C4EV47,0
29833.A0A1E5RJJ7,29833.A0A1E5RV03,1
2039874.A0A369H9V8,344612.A1C6S1,0
1306861.A0A4U6X717,1306861.A0A4U6XTM0,1
1290391.M7TY82,1290391.M7U8L3,1
58919.A0A316Z5L2,58919.A0A316ZDC4,1
2060906.A0A0H1B9N6,578462.A0A0L0SS84,0
150374.A0A0M8N2T4,71784.A0A1Y2AUH0,0
1209931.A0A135V9Q7,91492.A0A0K8L4W4,0
1170229.K9FC76,747676.F4RZF1,0
510952.G4UIA3,510952.G4UR15,1
683960.A0A1E3PBP5,683960.A0A1E3PC11,1
1420902.A0A093YV55,1420902.A0A094BPX9,1
490622.A0A395NCR4,490622.A0A395NFY8,1
37992.A0A4Z0YRH0,45607.A0A2T0FFK6,0
1960876.A0A3M2SVD9,502779.C1GZW4,0
1960876.A0A3M2SZQ4,1960876.A0A3M2T4Z6,1
1603295.A0A0S6XCI9,984486.A0A1E3QMP7,0
1220162.K1VUT8,1220162.K1VXV8,1
869754.A0A1A0H8M0,869754.A0A1A0HG59,1
436907.A7TMN5,436907.A7TRM4,1
1052797.A0A4Q7JW16,1052797.A0A4Q7JW55,1
236234.A0A1J9R507,236234.A0A1J9RP91,1
40296.A0A0A2KU38,40296.A0A0A2LE32,1
38488.A0A4Y8CXN5,767770.A0A1L9NG71,0
1209926.A0A1G4BA89,747525.W4JWK5,0
1043002.A0A074XNU9,1399860.A0A2C5XQG9,0
1209962.L0P7U7,1314790.A0A1Y1Y3K1,0
284812.Q9USZ6,90262.A0A1X2I7H9,0
294746.A5DKH7,40296.A0A0A2L1W5,0
1170229.K9F8F9,1170229.K9FTL6,1
1622147.A0A1B8C6A3,2020962.A0A2N1JFR1,0
653667.S9X713,653667.S9X8R5,1
327505.A0A2H3H0U0,327505.A0A2H3HSK7,1
331117.A1DG46,526221.C9SM63,0
436907.A7TEN8,436907.A7TSM6,1
1076935.U4L3D6,765867.A0A178E3I1,0
1209962.L0PCV7,4909.A0A099P6M6,0
578454.G8BKI0,656916.A0A2G7FRT3,0
86049.A0A1C1CKF7,86049.A0A1C1CY73,1
701091.M2U5G0,701091.M2UMA1,1
56484.A0A1Y2EVE0,56484.A0A1Y2FT35,1
578455.G2R4J6,578455.G2RE47,1
1448308.A0A2T2NY98,341454.A0A4S2N527,0
1296121.A0A1A6AH51,45286.A0A0X8HQ89,0
348901.A0A2I0RUL9,5454.A0A162X3E0,0
675120.N1PNJ7,765440.A0A0C3CKH6,0
1081105.A0A167D997,1081105.A0A167EPG5,1
40296.A0A0A2KF51,40296.A0A0A2LD85,1
1170229.K9GQ17,44941.A0A397UYR3,0
1420902.A0A093ZRP4,50376.A0A517LHY4,0
763407.A0A162N407,763407.A0A162V3Y0,1
692275.M3D4T7,692275.N1QJB4,1
1365484.W6QL55,49012.A0A0F7RV52,0
544712.C6HE69,544712.C6HEE1,1
284590.Q6CU59,999810.G2Y469,0
1392247.A0A3N4KHC0,154538.A0A1M2VI73,0
486041.B0CR84,914237.A0A1E1KDW9,0
1016849.A0A0D1YNJ3,4932.YDR386W,0
1213859.L2G3C7,45357.A0A2V1AVS3,0
294746.A5DNE3,498257.G2XEN8,0
27342.A0A0H2RRP0,27342.A0A0H2S523,1
1081102.A0A167NT37,1081102.A0A167X2F4,1
1173701.A0A066X2R4,1173701.A0A066XBB3,1
1420910.A0A094CI67,1420910.A0A094DI40,1
2211645.A0A4Q4VUB5,554155.C5FJ69,0
398673.A0A2K0TPR5,398673.A0A2P4ZI04,1
2010991.A0A3M2RX99,308745.A0A0F8WM24,0
1960876.A0A3M2SWL0,1960876.A0A3M2TEF9,1
133385.A0A2T9YRH3,246410.Q1DQB2,0
644352.J3NIZ2,86630.A0A367J5R4,0
133385.A0A2T9YCU0,416450.A0A1V6QHH0,0
1344418.A0A1D2VA21,1344418.A0A1D2VIA0,1
27349.A0A0L6UL16,27349.A0A0L6USN2,1
1450538.A0A2V5HH66,1450538.A0A2V5HJZ4,1
154538.A0A1M2VI73,154538.A0A1M2W2C4,1
1160509.A0A3N4IFH8,1314776.A0A166J9E4,0
1805483.A0A177EBS7,1805483.A0A177ECN9,1
1447872.A0A1J9PQH8,5599.A0A177DGJ1,0
60172.A0A1V6QZG0,60172.A0A1V6RE73,1
1392247.A0A3N4KEH2,253628.A0A0D1XIN3,0
401625.A0A0P1BER8,401625.A0A0P1BJN6,1
73230.A0A2B7ZBK4,73230.A0A2B7ZHY9,1
158607.A0A2P5I5H4,212602.A0A420HI04,0
1037660.A0A066VDZ7,454130.A0A0U5FTS7,0
1420910.A0A094DDE3,2656787.A0A370TWV1,0
1093900.A0A507AVM3,133412.A0A1R1Y6T3,0
47427.A0A2H3E312,4909.A0A2U9R883,0
105696.A0A1Y2LNM1,105696.A0A1Y2MFS4,1
669874.A0A1E4TYU1,669874.A0A1E4TYW3,1
1230905.A0A1G4JS55,1230905.A0A1G4KFU7,1
1448316.A0A395H234,294746.A5DK60,0
294747.C5M2M3,983965.A0A2T4CC41,0
644223.C4R4Y7,766039.A0A150VA83,0
1316194.A0A1Q5TG21,1316194.A0A1Q5UJZ7,1
1365484.W6QC90,1365484.W6QQU1,1
1220162.K1VU89,41067.A0A2I2F9N6,0
683960.A0A1E3P0D9,683960.A0A1E3P2Y6,1
1340429.A0A2G4SK19,1340429.A0A2G4TAB1,1
1380566.A0A179G4N0,321614.Q0U5V7,0
935791.I3EEC1,935791.I3EI70,1
284812.Q9P7S4,573508.A0A1E3BEI4,0
1314781.A0A165CRQ2,1314781.A0A165PZF7,1
1420910.A0A094CML3,1420910.A0A094D4I7,1
4829.A0A163K849,4829.A0A168T285,1
56484.A0A1Y2F7F9,56484.A0A1Y2FUN9,1
984485.A0A1E4RE84,984485.A0A1E4RST5,1
1157616.A0A1Z5SMZ3,1157616.A0A1Z5T6L7,1
498257.G2WQP4,498257.G2XIM9,1
1266660.A0A1G4K2T1,1460663.A0A177BWL7,0
1288291.A0A059F0V9,599839.J4G9K1,0
1287681.M7TL62,871575.W1QED1,0
692275.M3B3W9,717646.M2NEP3,0
1160497.A0A1L9V8B9,1160497.A0A1L9V9V5,1
1287681.M7SAL9,767769.A0A1L9V245,0
289078.A0A2X0L1R5,289078.A0A2X0MP74,1
52247.A0A4T0X637,60172.A0A1V6QSV3,0
97359.A0A550CN42,97359.A0A550CY08,1
36646.A0A1V6V2M7,56408.A0A1E5RGM9,0
321146.A0A139H9N7,42251.A0A2T7A422,0
5599.A0A177D9B9,5599.A0A177DCT6,1
341663.Q0CBX5,341663.Q0CM61,1
1442371.A0A0D2IUC0,1442371.A0A0D2JVG0,1
1042311.A0A2T3Z8K6,1042311.A0A2T3Z9R0,1
1365484.W6QEA2,40296.A0A0A2KXX0,0
229533.I1RCK4,569365.A0A0D2AS44,0
1314773.A0A3N2PVX9,1314773.A0A3N2Q1Y7,1
1344416.A0A138ZXL7,1344416.A0A139ANA2,1
41688.A0A2N3N1F9,91492.A0A0K8LNF3,0
1141098.A0A1Y2E3U8,1141098.A0A1Y2E821,1
1245745.A0A0A2VUD4,401625.A0A0P1BMJ7,0
1353009.A0A1Y2ISC0,1353009.A0A1Y2J4E3,1
1069680.M7NUM1,1081103.A0A0B2X5S0,0
62708.A0A420HBI1,62708.A0A420JB13,1
402676.B6JVY4,983644.G3JM62,0
1157616.A0A1Z5TPG6,379508.A5DT04,0
763406.A0A1E3NGS6,763406.A0A1E3NJR0,1
2211642.A0A4Q4Y077,2211642.A0A4Q4Y7R0,1
1209931.A0A135TE66,1209931.A0A135UBR0,1
1149755.A0A2J6RTU4,1314778.A0A5C3P6K1,0
747525.W4JP04,747525.W4K8H5,1
436907.A7TPJ9,869754.A0A1A0H7Z7,0
1960876.A0A3M2SYA7,1960876.A0A3M2T3X4,1
1071383.J7S500,1071383.J7S8Q5,1
1071378.G0W3H6,1071378.G0WG76,1
1016849.A0A0D1Y8I1,1330018.A0A167MBF2,0
2070753.A0A3A2ZI75,765868.A0A178APD3,0
56484.A0A1Y2EZH7,56484.A0A1Y2FBV4,1
1035309.A0A2C5WYY9,342668.A0A1B8GNI5,0
1328759.A0A5C2SDJ1,1328759.A0A5C2SDY1,1
544711.F0UD34,983965.A0A2T4C5N2,0
212818.A0A0D1ZSH7,71784.A0A1Y2BAB6,0
1160509.A0A3N4IBV3,329884.A0A4U0Y0M4,0
100787.A0A0G4KTG6,284813.O96722,0
396776.A0A0J8RAS6,481877.B7XII8,0
2082308.A0A2K1QT84,431241.G0RTP3,0
1960876.A0A3M2SYE3,1960876.A0A3M2T9K3,1
2163413.A0A4P6XK02,870435.A0A0C3J5N8,0
1403190.A0A0F0I5T6,1403190.A0A0F0I9G0,1
1354746.A0A0B2UMQ5,342668.A0A1B8GY12,0
1849047.A0A3D8QTB5,1849047.A0A3D8S716,1
4932.YCL031C,4932.YPR144C,1
1344418.A0A1D2V9Z9,1344418.A0A1D2VB90,1
1507870.A0A1V8T6Q0,2060906.A0A0H1B7Q9,0
1509407.A0A0L1IR01,1509407.A0A0L1J0E4,1
5514.A0A395SGU0,5514.A0A395SLA8,1
341454.A0A4S2N4M9,341454.A0A4S2N4R2,1
1295531.A0A1E3IKA2,229533.I1RRT0,0
1974281.A0A1V8TJ43,2070412.A0A2S7QVZ6,0
1076256.A0A2H3BQD9,1076256.A0A2H3C7X5,1
1314672.A0A166LV45,763407.A0A167JHR9,0
1262450.S3BWD1,1262450.S3C9U8,1
1314778.A0A5C3P112,50376.A0A517LKL2,0
109264.A0A1F8A796,109264.A0A1F8A7F5,1
544711.F0U5L5,544711.F0UIP9,1
985895.E5A0T3,985895.E5A835,1
999810.G2XYV2,999810.G2YUP1,1
1198029.A0A1U7LP32,1198029.A0A1U7LPA8,1
1128400.I2FNP0,1128400.I2FY67,1
181874.A0A409WAH0,181874.A0A409Y8J9,1
1064592.G0VHI4,933852.A0A0C2WKT4,0
183478.A0A364MZJ9,183478.A0A364NGP8,1
426418.B2VYV3,426418.B2W7H4,1
4932.YDR398W,4932.YER127W,1
665079.A7EHC5,665079.A7EPP3,1
253628.A0A0D1Z0S9,294750.A0A095CIM1,0
357750.A0A2S6BUG2,357750.A0A2S6C145,1
117179.A0A177UDJ6,117179.A0A177UVA1,1
1128400.I2FRK2,1173061.A0A0J9XDA3,0
294746.A5DPU6,294746.A5DR69,1
2025994.A0A2T3A6D0,2025994.A0A2T3AMF7,1
1333698.S6E3S3,1367422.A0A178ZL61,0
139825.A0A401GMJ1,2211643.A0A4Q4ZIS7,0
196109.A0A136IRN5,196109.A0A136IZ37,1
2060906.A0A0H1BS10,2060906.A0A0H1BU84,1
268505.A0A2A9P265,454130.A0A0U5G094,0
708187.A0A1Q8RAT5,708187.A0A1Q8RXU5,1
104259.A0A0F7TP63,104259.A0A0F7TR22,1
544711.F0U8E2,544711.F0UAT7,1
